id,sede_id,name,start_time_min,start_time_max,end_time_min,end_time_max,start_time,end_time,days_of_week,description,active,created_at
1,3,Turni,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,"[0, 1, 2, 3, 4, 5, 6]",Orario flessibile per turnazioni,t,2025-08-07 11:04:29.907347
